date,time,sender,message,source_file,trans
,PM 10:43,선우,아돌라 봐줫서 고맙구 낼 음방도 잘 봐줭💕💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0070.xml,謝謝你看 Idol Radio，明天的音放也要好好看喔💕💕💕💕
,PM 10:51,선우,그리고 감사 인사할땐 어떤 상황이던 고개를 숙이며 하도록 하겠읍니다!!! 그게 맞으니까! 요거 내가 이런 허튼 소리 안듣도록 더 진짜 신경써볼게 난 진짜 괜찮고 그냥 더 생각하고 행동하면 되는 쉬운 일인거라!!! 나 걱정말고 더비들 얼른 푹 자!!!💕 난 낼 음방에서 잘할지가 젤 신경쓰이니까 💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0071.xml,還有以後道謝時，不管什麼情況我都會低頭道謝!!! 因為那才是對的！這點我會真的更注意，不讓自己聽到這種亂七八糟的話。我真的沒事，這只是多想一下再行動就好的簡單事情!!! 我
,PM 10:52,선우,좋은 꿈꿔💕💕💕💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0071.xml,做個好夢💕💕💕💕💕💕
,PM 11:04,선우,아 잠깐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0071.xml,啊 等一下
,PM 11:04,선우,더비생일,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0071.xml,DERBY 生日
,PM 11:04,선우,축하해💕💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0072.xml,生日快樂💕💕💕💕
,PM 11:04,선우,💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0072.xml,💕
,PM 11:04,선우,💕💕💕💕💕💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0073.xml,💕💕💕💕💕💕💕💕
,PM 11:04,선우,💕💕💕💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0073.xml,💕💕💕💕💕💕
,PM 11:05,선우,못챙기고 그냥 갈 뻔,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0073.xml,差點沒慶祝就走了
,PM 11:05,선우,더비야 더비 이름이 탄생한 순간부터,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0073.xml,DERBY 啊，從 DERBY 這個名字誕生的那一刻開始
,PM 11:05,선우,나한테 4월중 가장 소중한 날이 3일이 되었어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0073.xml,對我來說 4 月裡最珍貴的日子就變成 3 號了
,PM 11:05,선우,있어줘서 고맙구,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0074.xml,謝謝你存在
,PM 11:07,선우,더비 덕에 세상을 바라보는 시선이나 생각들이 더 긍정적으로 더 진취적으로 변할 수 있었고!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0074.xml,多虧 DERBY，讓我看世界的視線和想法都能變得更正面、更積極！
,PM 11:08,선우,삶의 반 정도를 게으르게 살아온 나를 움직이게 해줘서 너무 고맙다 ㅠ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0074.xml,謝謝你們讓大概半輩子都懶懶散散活著的我動起來ㅠ
,PM 11:08,선우,사랑합니다 더비,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0075.xml,我愛 DERBY
,PM 11:49,선우,"더비 생일 끝났다,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0075.xml,"DERBY 生日結束了,,"
,PM 11:50,선우,락앤롤 무대 잘 봤어? ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0075.xml,Rock and Roll 舞台有好好看嗎ㅎㅎ
,PM 11:51,선우,난 감추면 감출 수록 섹쉬하다고 생각하는 사람이라  여매고 올라갈라고 했는데 까먹고 열어버렸어💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0075.xml,我是覺得越遮越性感的人，所以本來想扣起來上台，結果忘記就打開了💕
,AM 12:00,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0076.xml,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
,AM 12:00,선우,쨌든 락앤롤 무대 하나 더 남았으니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0076.xml,總之 Rock and Roll 舞台還剩一個
,AM 12:00,선우,잼게 봐죠,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0076.xml,要有趣地看喔
,AM 12:02,선우,아까 인스타 스포는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0076.xml,剛剛 Instagram 劇透的是
,AM 12:02,선우,생일컨텐츠 스포야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0077.xml,生日內容的劇透啦
,AM 12:07,선우,커버곡이야!!!! 아주 아주 조금씩만 개사해서 곡 해석 다르게 해서 촬영해써 ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0077.xml,是 Cover 曲!!!! 有一點點改詞，把歌曲解讀換成不同方向去拍了ㅎㅎ
,AM 12:07,선우,많관부 ~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0077.xml,多多關注～
,AM 12:08,선우,힌트는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0077.xml,提示是
,AM 12:08,선우,뭐라카지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0077.xml,該怎麼說呢
,AM 12:08,선우,사알짝 헤이트깔인데 반대입장 느낌...,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0078.xml,有一點 Hate 的感覺，但像是相反立場的感覺...
,AM 12:08,선우,요까지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0078.xml,到這裡
,AM 12:09,선우,하겠슴다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0078.xml,就先這樣
,AM 12:10,선우,걍 국힙남자st 함 해보고싶어서 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0078.xml,只是想試試韓嘻男風格ㅋㅋ
,AM 12:12,선우,내가 앞으로 생각하는 내 음악 방향성이 여러가진데 너무 달라 하나는 그냥 국힙이고 하나는 완전 팝적인 거 어쿠스틱한 것도 하고 싶고 막 다하고 싶음 다 할 거임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0079.xml,我之後想走的音樂方向有好幾種，而且差很多。一個就是韓國嘻哈，一個是很 Pop 的，也想做 Acoustic 的，反正什麼都想做，我都會做
,AM 12:12,선우,지캬봐주셈,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0079.xml,請看著我吧
,AM 12:21,선우,더비도 그렇고 나도 그렇고 서로한테 힘 받으면서 우리 현생도 힘든 일 어려운 일 서로 생각하면서 이겨내나가자ㅎㅎ 더비한텐 한없이 고맙고 다정하게 해주고 싶고 사랑만 주고 싶으니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0079.xml,DERBY 也是、我也是，我們就一邊從彼此那裡得到力量，一邊想著彼此，把現實生活裡辛苦的事、困難的事都克服過去吧ㅎㅎ 對 DERBY 我真的只有無限感謝，想溫柔對待你們，也只想給你們愛
,,선우,"그리고 그냥 어떻게든 내 말들 하나 하나 곡해해서 까려고 안달난 인생낭비 하는 사람들은 그게 인생업적이고 남 까내리면서 본인의 삶을 위안하고 회피하는 사람들이니 그냥 그렇게 하시던대로 불행한 시선으로 혼자 불행히 쭉 세상 살아주셨으면 좋겠고 굳이 굳이 언급해드리는 이유는 오해를 시켜도 더비한테 미안하고 내 자신이 반성하는 거지 댁들한테 내가 왜 잘 보여야하냐고 너 누군데ㅋㅋ? 라고 전해주고 싶어서!
난 내 주위에 계신 분들 고생해주시는 분들 그리고 더비들 잘 챙기면서 내 할 일 더비들이랑 열심히 해나갈게 ㅎㅎ 🫶",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0080.xml,還有那些不管怎樣都硬要把我的每一句話曲解、急著罵我的浪費人生的人，那大概就是他們的人生成就吧。靠貶低別人來安慰、逃避自己的人生，所以就照他們一直以來那樣，用不幸的視線自己不幸地繼續活下去吧
,AM 12:46,선우,아우 속시원해,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0081.xml,啊～好暢快
,AM 12:46,선우,나 밥 먹고 올랭,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0081.xml,我去吃飯囉
,AM 12:47,선우,뭐 먹는지 고르고 알려줄게 ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0081.xml,我選好吃什麼再告訴你ㅎㅎ
,AM 12:53,선우,더비한테 기대고 싶고 기대져서 많이 오는 거야 고마워 이런 존재가 되어줘서 정말로,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0082.xml,我是想依靠 DERBY，也因為能被依靠，所以才常來的。真的謝謝你成為這樣的存在
,AM 12:53,선우,진짜 잘할게 더 고마워,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0082.xml,我真的會好好做，更謝謝你
,AM 12:55,선우,🫶 밥 고르고 올껰,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0082.xml,🫶 我去選飯囉ㅋ
,AM 1:00,선우,나 꼬기 먹을 거야 꼬기,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0082.xml,我要吃肉肉，肉肉
,AM 1:00,선우,삼겹살 먹을래,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0082.xml,我要吃五花肉
,AM 1:01,선우,시키거 난 씻는다!!!!! 늦었으니까 얼른 자 💕💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0083.xml,點完了，我去洗澡!!!!! 很晚了快睡💕💕💕💕
,AM 1:01,선우,나도 먹구 오늘은 푹 잘래~~~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0083.xml,我也吃完後今天要好好睡~~~
,AM 1:02,선우,고맙구 사랑하구 오늘은 더비 생각만 쭉 하다가 잠들래,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0083.xml,謝謝你、愛你，今天我要一路想著 DERBY 入睡
,AM 1:02,선우,잘 자 울 더비들🫶✨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0083.xml,晚安，我們 DERBY 們🫶✨
,AM 1:02,선우,예쁜 꿈 꿔,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0083.xml,做美夢
,AM 1:10,선우,더비들 말 보는데 너무 푹신해 너무 포근해 꿀잠잘 수 이써 더비들이 적어주는 문장들 위에서 잘래 사랑해 진짜 굿밤 뿅✨💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0084.xml,我在看 DERBY 們的話，真的太柔軟、太溫暖了，我可以睡得很好。我要睡在 DERBY 們寫下的句子上面，真的愛你們，晚安，咻✨💕
,AM 2:46,선우,play_video,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0084.xml,播放影片
,AM 2:46,선우,갤러리 뒤져보다가 5년전 찍었던 춤 영상 보내주께ㅋㅋㅋㅋㅋ 이땐 느낌보단 그냥 크게 크게만 했을 때,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0085.xml,我翻相簿時找到 5 年前拍的跳舞影片，傳給你們ㅋㅋㅋㅋㅋ 那時候比起感覺，就是只跳得很大很大
,AM 2:46,선우,난 이제 잔당🫶 사랑해 잘자,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0085.xml,我現在要睡啦🫶 愛你，晚安
,AM 2:51,선우,난 좀 부끄럽지만 더비들한테는 몰랐던 소중한 영상이 더ㅣㄹ 수도 있으닠ㅋ 형들 허락 안 맡고 올리는 거라 난 몰라😏 컄,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0085.xml,雖然我有點害羞，但對 DERBY 來說也可能會是以前不知道的珍貴影片ㅋㅋ 因為沒問哥哥們就上傳了，我不知道喔😏 캬
,AM 7:15,선우,아니 사녹오는 더비,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0086.xml,不是，來預錄的 DERBY
,AM 7:15,선우,비 맞지마,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0086.xml,不要淋雨
,AM 7:15,선우,우산 사,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0086.xml,去買傘
,AM 7:16,선우,더비가 더비 걱정한다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0086.xml,DERBY 在擔心 DERBY
,AM 7:16,선우,더비가 더비 춥겠대 ㅠ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0086.xml,DERBY 說 DERBY 會冷ㅠ
,AM 7:16,선우,이쁘다 걱정해주는 거 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0087.xml,會擔心這點真漂亮ㅋ
,AM 7:31,선우,밥 먹는 중,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0087.xml,正在吃飯
,AM 7:45,선우,이게 뭐게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0088.xml,猜猜這是什麼
,AM 7:45,선우,삼겹살이야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0088.xml,是五花肉
,AM 7:45,선우,야채곱창 아니야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0088.xml,不是蔬菜肥腸
,AM 7:46,선우,옆에서 헤어 받는데 멤버들,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0088.xml,旁邊成員在弄頭髮
,AM 7:46,선우,스프레이 뿌린 거 날라와서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0089.xml,噴的髮膠飄過來
,AM 7:46,선우,스프레이 삼겹임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0089.xml,變成髮膠五花肉了
,AM 7:46,선우,먹는데 철봉 맛남,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0089.xml,吃起來有鐵棒味
,AM 7:48,선우,근데 진짜 그 냄비 같은 곳에서 나오는 철분으로도 철분 섭취가 된다는 거 듣고 넘 신기했음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0089.xml,不過我之前聽說真的可以從鍋子之類的地方釋出的鐵分攝取到鐵，覺得超神奇
,AM 7:48,선우,진짜임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0090.xml,是真的
,AM 7:48,선우,어느 지식 알려주는 유튜버가 그랬음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0090.xml,某個分享知識的 YouTuber 這樣說的
,AM 7:49,선우,그 뭐야 다른 나라인데 음식 만들고 뭐로 휘젓는 전통인가 뭐 그런 게 있는데 그 이유가,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0090.xml,那個什麼，在別的國家，有種煮飯時會用某個東西攪拌的傳統還是什麼的，那理由是
,AM 7:49,선우,뭐 있었는데 사실 기억 편집돼서 잘 모르겠음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0090.xml,好像有什麼，但其實我記憶被剪輯過了，不太清楚
,AM 7:50,선우,ㅇㅇㅇㅇ 뭐 쇠구슬 같은 거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0091.xml,對對對，好像是鐵球之類的東西
,AM 7:50,선우,넣고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0091.xml,放進去
,AM 7:50,선우,아 아아아아아ㅏ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0091.xml,啊啊啊啊啊啊
,AM 7:50,선우,철로 만들어진,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0091.xml,用鐵做的
,AM 7:50,선우,불어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0091.xml,法文
,AM 7:51,선우,불어 이러네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0092.xml,還法文咧
,AM 7:51,선우,붕어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0092.xml,鯽魚
,AM 7:51,선우,철붕어빵,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0092.xml,鐵鯽魚燒
,AM 7:51,선우,넣고 끓임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0092.xml,放進去煮
,AM 7:51,선우,근데 거기서 유튜버가 우리도 미세하게 냄비 같은 곳에서 나오는 철분으로 철분 섭취한다고 그래씀,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0092.xml,不過那個 YouTuber 說，我們也會從鍋子之類的地方微量攝取到鐵分
,AM 7:52,선우,근데 다 내 오래전 기억이라 신뢰하지마셈,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0093.xml,但這都是我很久以前的記憶，別相信我
,AM 7:52,선우,뭘 이미 안 하고 있어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0093.xml,什麼叫已經沒在相信了
,AM 7:52,선우,잘했어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0093.xml,做得好
,AM 7:53,선우,오늘부터,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0093.xml,從今天開始
,AM 7:53,선우,냄비 씹어먹기 시작,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0094.xml,開始啃鍋子
,AM 7:54,선우,아이언맨 수트를 가질 수 없다면 내가 아이언맨이 되겠어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0094.xml,如果我沒辦法擁有鋼鐵人戰衣，那我就成為鋼鐵人
,AM 7:54,선우,하지만 난 앤트맨이지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0094.xml,但我是蟻人吧
,AM 7:54,선우,개미만한 남자가 아니라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0094.xml,不是螞蟻一樣小的男人
,AM 7:55,선우,개미남이다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0094.xml,是螞蟻男
,AM 7:55,선우,난 개미남 영훈이 형은 개미 남,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0095.xml,我是螞蟻男，泳勳哥是螞蟻男
,AM 7:55,선우,어렸을 때 개미랑 많이 놀아서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0095.xml,因為小時候很常跟螞蟻玩
,AM 7:56,선우,난 개미가 세상에서 젤 무서웠음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0095.xml,我以前最怕的就是螞蟻
,AM 7:56,선우,막 길 한복판에서 줄지어서 이동하는 거 보면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0095.xml,如果看到牠們在路中間排成一列移動
,AM 7:56,선우,저러다가 밟히면 어쩔라고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0096.xml,就會擔心牠們這樣萬一被踩到怎麼辦
,AM 7:56,선우,하면서 걱정되고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0096.xml,又擔心
,AM 7:56,선우,무섭고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0096.xml,又害怕
,AM 7:56,선우,징그럽고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0096.xml,又覺得噁心
,AM 7:57,선우,어쩌다가 내 신발에 올라오기라도 하면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0096.xml,萬一不小心爬到我的鞋子上
,AM 7:57,선우,그날은,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0097.xml,那天就
,AM 7:57,선우,으아아아아아어어구ㅜㄱ거거ㅓ겱,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0097.xml,呃啊啊啊啊啊呃呃咕咕呃呃
,AM 7:57,선우,가끔씩 놀이터에서 정신빼고 놀다보면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0097.xml,偶爾在遊樂場玩到放空時
,AM 7:57,선우,팔이나 몸에 기어올라와있는 거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0097.xml,看到牠爬到手臂或身上
,AM 7:57,선우,보는 순간은 기절임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0098.xml,看到的瞬間就是昏倒
,AM 7:58,선우,더비 몸에 개미 올라와서 잡아달라고 하면 어떡할 거냐고 물어보는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0098.xml,你問如果 DERBY 身上有螞蟻，叫我幫忙抓怎麼辦
,AM 7:59,선우,난 그럼 널 잡아들고 털어버려서 개미를 떼어줄 거임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0098.xml,那我會把你抓起來抖一抖，把螞蟻抖掉
,AM 7:59,선우,내가 개미를 만지는 일은 없음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0098.xml,我是不可能碰螞蟻的
,AM 7:59,선우,너를 털겠다. 차라리,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0099.xml,我寧願抖你。
,AM 8:00,선우,아니면 어딨는지 알려줄게 네비게이션 처럼,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0099.xml,不然我會像導航一樣告訴你牠在哪裡
,AM 8:00,선우,목 옆에 올라가는 중입니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0099.xml,正在往脖子旁邊爬
,AM 8:00,선우,지금 귀 쪽까지 직진해ㅛ습니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0099.xml,現在已經直走到耳朵那邊了
,AM 8:00,선우,어머,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0100.xml,哎呀
,AM 8:01,선우,귀 ..속에,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0100.xml,耳朵……裡面
,AM 8:01,선우,캔디,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0100.xml,Candy
,AM 8:01,선우,꿈처럼 달콤했니,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0100.xml,像夢一樣甜嗎
,AM 8:01,선우,내 귀에구나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0100.xml,原來是我的耳邊啊
,AM 8:01,선우,나도 알아,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0101.xml,我也知道
,AM 8:02,선우,바지 갈아입어야하는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0101.xml,我得去換褲子了
,AM 8:02,선우,불편해서 위에만 입고 있음 인어공주처럼,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0101.xml,因為不舒服，所以只穿上面，像小美人魚一樣
,AM 8:03,선우,아니 바지는 사복,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0101.xml,不是，褲子是私服
,AM 8:03,선우,말이 이상하네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0101.xml,話講得好怪
,AM 8:03,선우,너 왜그래?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0102.xml,你怎麼了？
,AM 8:03,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0102.xml,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
,AM 8:03,선우,곰돌이 푸 skrr,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0102.xml,小熊維尼 skrr
,AM 8:04,선우,밤샌 거 어케 앎,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0102.xml,你怎麼知道我熬夜了
,AM 8:04,선우,어떤 더비가 맞춤,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0102.xml,有個 DERBY 猜中了
,AM 8:04,선우,어제 대왕 잠을 자버려서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0103.xml,因為昨天睡了一大覺
,AM 8:05,선우,새벽내내🙄 이러고 있다가,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0103.xml,整個凌晨都🙄這樣待著
,AM 8:05,선우,픽업당함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0103.xml,然後就被接走了
,AM 8:05,선우,딱 사녹까지 할 수 있는 상태,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0103.xml,是剛好可以撐到預錄的狀態
,AM 8:06,선우,사녹하면 방전,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0103.xml,預錄完就沒電
,AM 8:06,선우,사녹 마치고 기절했다가 본방하고 팬싸하고 가서 또 기절하면 되겠당,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0104.xml,預錄結束後昏倒一下，再本放、簽售，回去再昏倒就行了
,AM 8:07,선우,오늘 하루 타임라인 정리 끝,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0104.xml,今天一天時間線整理完畢
,AM 8:07,선우,롹앤롤ㄹ은 살짝 나른해야하긴 해서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0104.xml,Rock and Roll 稍微要有點慵懶感
,AM 8:07,선우,감정이입 잘될 듯,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0104.xml,應該會很容易投入情緒
,AM 8:09,선우,근데 비와서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0105.xml,可是下雨的話
,AM 8:09,선우,벚꽃 다 떨어지면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0105.xml,櫻花都掉光的話
,AM 8:09,선우,오또케오또케,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0105.xml,怎麼辦怎麼辦
,AM 8:10,선우,더비는 거울이라도 보면 되지 ㅠㅠ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0105.xml,DERBY 至少還可以照鏡子嘛ㅠㅠ
,AM 8:10,선우,나는 ㅠㅠㅠ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0105.xml,我呢ㅠㅠㅠ
,AM 8:11,선우,ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0106.xml,ㅋㅋ
,AM 8:11,선우,곰돌이 푸 탈출하고 온다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0106.xml,我要逃離小熊維尼了
,AM 8:13,선우,탈출,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0106.xml,逃脫
,AM 8:13,선우,앤트맨컴백 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0106.xml,蟻人回歸ㅋㅋ
,AM 8:15,선우,아 소화안돼,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0106.xml,啊 消化不良
,AM 8:16,선우,밤새고 밥 먹으면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0107.xml,熬夜後吃飯的話
,AM 8:16,선우,장기들이 정신 안 차림,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0107.xml,內臟們都還沒清醒
,AM 8:16,선우,춤추면 위 움직여서 소화될 거야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\02\window_0107.xml,跳舞的話胃會動，應該就會消化了
